web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,price_raw,mileage_raw,transmission_raw,first_release_raw,drive_raw,fuel_raw,ps_raw,equipment_raw,fuel_consumption_raw,condition_raw,new_price_raw,garantie_raw,Accident,cylinder_raw,color_inside_raw,color_outside_raw,emty_weight_raw,motor_vehicle_inspection_raw,description_raw,short_description_raw,car_data_raw,seller_raw
"1733064624-65","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-25-tfsi-12005623","AUDI A1 Sportback 25 TFSI","CHF 14'950.–","72'900 km","Schaltgetriebe manuell","10.2020","Vorderradantrieb","Benzin","95 PS (70 kW)","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: Einparkhilfe hintenKlima: 2-Zonen-KomfortklimaautomatikLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusMedia: Audi Smartphone InterfaceMedia: Audi SoundsystemMedia: MMI Radio plusMittelarmlehne vornePaket: LichtpaketPaket: TechnikpaketAssist: Einparkhilfe hintenAssist: GeschwindigkeitsregelanlageAussenspiegel elektrisch einstell-, beheiz- und anklappbarInnenspiegel automatisch abblendbarLicht: LED-Scheinwerfer und LED-Heckleuchten mit dynamischem BlinklichtSitze: Vordersitze heizbarArrow down iconMehr anzeigen","6.4 l/100 km","","","Ja","18.11.2024","","","","","Ja","CH-Fahrzeug aus 1. Hand, Gratisservice, 4 Winterpneu, neu ab MFK, Top-Zustand!

Für eine Besichtigung bitten wir um Voranmeldung/Terminabsprache.
Wir freuen uns auf Ihren Besuch.
Sie ...","CH-Fahrzeug mit fortlaufendem Gratisservice, 1. Hand, neu ab MFK 11.24, Klimaautomat, Sitzheizung, LED-Scheinwerfer,","10.2020","Jürg Pfenninger Automobile"
"1733064627-66","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12011797","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 33'900.–","13'700 km","Automatikgetriebe","07.2023","Vorderradantrieb","Benzin","110 PS (81 kW)","AusstattungenOptionale AusstattungAssist: RückfahrkameraDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Media: Audi connect Navigation & Infotainment plus - 3 JahreMittelarmlehne vornePaket: AblagepaketPaket: AssistenzpaketPaket: GepäckraumpaketArrow down iconMehr anzeigen","5.9 l/100 km","","","Ja","Nein","","","","","Ja","[0E0E] nero mytha-nero mytha
[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[EA5] Estensione garanzia +1 anno, fino a 80'000 km, (netto)

Pacchetto consegna incluso - 779841- Audi ...","","07.2023","AMAG Automobili e motori SA"
"1733064629-67","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-12011799","AUDI A1 Sportback 35 TFSI","CHF 18'790.–","74'980 km","Schaltgetriebe manuell","08.2019","Vorderradantrieb","Benzin","150 PS (110 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitAussenspiegel rechts und links elektrisch verstell-, beheiz- und anklappbar,Dachhimmel schwarzGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Infotainment PaketAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitLenkrad: Leder-Multifunktion plus Lenkrad im 3-Speichen-DesignVorbereitung NavigationssystemInnenspiegel automatisch abblendbarKomfortschlüssel ohne Safe-FunktionArrow down iconMehr anzeigen","6.6 l/100 km","","","Ja","Nein","","","","","Nein","","CH-Fahrzeug/Gratisservice/Sitzheizung/virtual cockpit/LED Scheinwerfer/u.v.m.","08.2019","AMAG Vaduz"
"1733064631-68","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12008100","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 37'900.–","10 km","Automatikgetriebe","10.2024","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzEntfall Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Sportkontur-Lederlenkrad im 3-Speichen-DesignMittelarmlehne vornePaket: Kontur / Ambiente Lichtpaket, mehrfarbigArrow down iconMehr anzeigen","5.7 l/100 km","","","Ja","Nein","","","","","Ja","","STOP AFFAIRE !! Leasing à 2.99%","10.2024","AMAG Nyon"
"1733064634-69","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-12008825","AUDI A1 Sportback 35 TFSI S Line","CHF 24'900.–","61'500 km","Automatikgetriebe","10.2020","Vorderradantrieb","Benzin","150 PS (110 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAssist: GeschwindigkeitsregelanlageAssist: RückfahrkameraAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzInnenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeArrow down iconMehr anzeigen","7 l/100 km","","","Ja","Nein","","","","","Ja","[Z70E] grigio chronos-nero mito
[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[NZ4] Audi connect Chiamata d'emergenza & Servizio
[IT4] Audi connect Navigazione & Infotainment (3 anni)
[EA8] ...","","10.2020","AMAG Breganzona"
"1733064636-70","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12019041","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 41'500.–","28 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Metallic-LackierungLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plus und SchaltwippenArrow down iconMehr anzeigen","5.7 l/100 km","","","Ja","Nein","","","","","Ja","","S-Line, Dynamikpaket, MMI Navigation plus und vieles mehr!","Neues Fahrzeug","Furrer Auto Lachen AG"
"1733064638-71","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a3-9522461","AUDI a3","CHF 14'000.–","120'000 km","Automatikgetriebe","10.2013","Vorderradantrieb","Benzin","122 PS (90 kW)","AusstattungenOptionale AusstattungKlimaautomatik KomfortLED InnenlichtpaketLeichtmetallräder im 7-Doppelspeichen -Licht-, Regensensor, FernlichtassistentLicht: LED HeckleuchtenMedia style PaketMedia: Bluetooth-SchnittstelleMittelarmlehne vorneNavigationspaketSerienmässige Ausstattung3-Speichen-SportlederlenkradArrow down iconMehr anzeigen","5.2 l/100 km","","","Nein","01.06.2022","","","","","Ja","","","10.2013","Privatanbieter"
"1733064641-72","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-11350908","AUDI A1 Sportback 30 TFSI","CHF 17'900.–","49'000 km","Halbautomatisches Getriebe","08.2018","Vorderradantrieb","Benzin","95 PS (70 kW)","AusstattungenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenAblagefachAdaptives BremslichtAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAlu-Räder 6Jx15 5-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Assist: BerganfahrassistentArrow down iconMehr anzeigen","4.8 l/100 km","","","Nein","27.03.2024","","","","","Nein","Ich nehme auch ein andere Auto oder Motorrad als Anzahlung!! - einfach fragen  - Vielen Dank  

Verkaufe meinen zuverlässigen Audi A1, der sich in einem Top-Zustand befindet. 

Dieses Fahrzeug ...","","08.2018","Privatanbieter"
"1733064643-73","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-14-tfsi-ambition-s-tronic-4955213","AUDI A1 1.4 TFSI Ambition S-tronic","CHF 14'499.–","58'800 km","Halbautomatisches Getriebe","06.2013","Vorderradantrieb","Benzin","140 PS (103 kW)","AusstattungenSerienmässige Ausstattung3-Speichen-SportlederlenkradAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 7Jx16J 7-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderAssist: Bremsassistent (BAS)Aussenspiegel in WagenfarbeArrow down iconMehr anzeigen","4.7 l/100 km","","","Ja","22.06.2017","","","","","Nein","I am selling my super well kept Audi A1. Car is in an excellent condition.  Always serviced at Amag in Lugano or Zürich, last service in October 2023. Make your offer.
Possibly it had some other funcionalities ...","","06.2013","Privatanbieter"
"1733064646-74","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-advanced-attraction-11885905","AUDI A1 Sportback 30 TFSI advanced Attraction","CHF 28'800.–","4'600 km","Halbautomatisches Getriebe","06.2023","Vorderradantrieb","Benzin","110 PS (81 kW)","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: BerganfahrassistentAssist: Einparkhilfe plusAssist: RückfahrkameraKlima: 2-Zonen-KomfortklimaautomatikSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneArrow down iconMehr anzeigen","-","","","Ja","Nein","","","","","Nein","For Sale: 2023 Audi A1 Sportback 30 TFSI Attraction - Nearly New, Low Mileage, Full Warranty

I’m selling my 2023 Audi A1, in excellent condition with only 4,600 km on the odometer. This car has ...","It includes additional winter tires.","06.2023","Privatanbieter"
"1733064648-75","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-14-tfsi-ambition-s-tronic-9984070","AUDI A1 Sportback 1.4 TFSI Ambition S-tronic","CHF 14'800.–","118'000 km","Halbautomatisches Getriebe","02.2015","Vorderradantrieb","Benzin","140 PS (103 kW)","AusstattungenOptionale AusstattungAdvance PaketAblagenpaketAussenspiegel rechts und linksBordcomputerLED InnenlichtpaketLicht- und RegensensorMittelarmlehne vorneMultifunktionsanzeigePark Distance Control hintenTempomatAirbag: Airbag Beifahrer deaktivierbarConnectivity PaketMedia: Audi music interfaceMedia: Bluetooth-SchnittstelleVorbereitung NavigationssystemMittelarmlehne vornePaket ProlineMedia style PaketMultifunktions-SportlederlenkradSitze: Vordersitze heizbarXenon Plus-Lichtanlage inkl. LEDScheinwerfer-WaschanlageSerienmässige Ausstattung3-Speichen-SportlederlenkradAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 7Jx16J 7-Arm-DesignArrow down iconMehr anzeigen","4.9 l/100 km","","","Nein","Nein","","","","","Ja","","","02.2015","Privatanbieter"
"1733064650-76","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-16-tdi-sport-11951613","AUDI A1 Sportback 1.6 TDI Sport","CHF 13'000.–","160'000 km","Halbautomatisches Getriebe","02.2016","Vorderradantrieb","Diesel","116 PS (85 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAudi Sound SystemAudi music interface onlineAussenspiegel rechts und linksAussenspiegel und Dachkuppel inAusströmermanschettenBerganfahrassistentBose SoundsystemConnectivity PaketMedia: Audi music interfaceMedia: Bluetooth-SchnittstelleVorbereitung NavigationssystemDachspoiler in WagenfarbeArrow down iconMehr anzeigen","3.7 l/100 km","","","Nein","04.04.2023","","","","","Ja","- La macchina appartiene a proprietario non fumatore, senza animali
- manutenuta con cura, sempre lavaggio a mano, ottime condizioni di carrozzeria, motore, interni e meccanica.
- tagliandi obbligatori ...","","02.2016","Privatanbieter"
"1733064653-77","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11908315","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 21'500.–","27'700 km","Schaltgetriebe manuell","05.2021","Vorderradantrieb","Benzin","110 PS (81 kW)","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Audi pre sense basicAssist: Einparkhilfe hintenAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: ParkassistentAssist: RückfahrkameraAssist: SpurwechselwarnungAussenspiegel elektrisch einstell-, beheiz- und anklappbarGarantie: Audi Garantie: 5 Jahre oder 150'000 km (ab 1. Inv.)Arrow down iconMehr anzeigen","5.7 l/100 km","","","Ja","13.10.2024","","","","","Ja","","","05.2021","Privatanbieter"
"1733064655-78","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-10-tfsi-10208965","AUDI A1 Sportback 1.0 TFSI","CHF 14'980.–","72'500 km","Schaltgetriebe manuell","11.2017","Vorderradantrieb","Benzin","95 PS (70 kW)","AusstattungenOptionale AusstattungAbgedunkelte Seiten- und HeckscheibeActive Style PaketAussenlackierung mit DachkuppelEinparkhilfe vorne und hintenGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)KlimatisierungsautomatikKomfortpaketAssist: Einparkhilfe hintenMittelarmlehne vorneTempomatMittelarmlehne vorneNebelscheinwerferPaket TechnikKomfortschlüssel ohne Safe-FunktionSitze: Vordersitze heizbarXenon Plus-Lichtanlage inkl. LEDArrow down iconMehr anzeigen","4.2 l/100 km","","","Nein","03.01.2023","","","","","Ja","","Audi A1 Sportback ultra, Gletscherweiss-brilliantschwarz, 8 Kompletträder (4 Aluräder) Alle Services durchgeführt Ab MfK","11.2017","Privatanbieter"
"1733064658-79","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-sport-14-tfsi-ambition-12012028","AUDI A1 Sportback Sport 1.4 TFSI Ambition","CHF 12'800.–","141'876 km","Halbautomatisches Getriebe","12.2012","Vorderradantrieb","Benzin","185 PS (136 kW)","AusstattungenOptionale AusstattungAdvance PaketPark Distance Control hintenTempomatAlu-Räder 18J 5-Arm-Rotor DesignS SportsitzeXenon Plus-Lichtanlage inkl. LEDSerienmässige Ausstattung3-Sitz-Rückbank3-Speichen-SportlederlenkradAirbag: Airbag Fahrer und BeifahrerAktivkohlefilterAlu-Räder 7,5Jx17 5-Arm-DesignAluminium-ApplikationenArrow down iconMehr anzeigen","5.9 l/100 km","","","Nein","29.10.2024","","","","","Ja","","","12.2012","Garage Oroshi GmbH"
"1733064660-80","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=2","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11884623","AUDI A1 Sportback 30 TFSI Attraction","CHF 18'500.–","92'000 km","Halbautomatisches Getriebe","02.2021","Vorderradantrieb","Benzin","110 PS (81 kW)","AusstattungenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Audi pre sense frontAssist: BerganfahrassistentAssist: SpurverlassenswarnungAudi connect NotrufArrow down iconMehr anzeigen","6 l/100 km","","","Ja","15.10.2024","","","","","Ja","","","02.2021","Privatanbieter"
"1733064664-81","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-15-35-tfsi-city-carver-s-tronic-12025344","AUDI A1 Sportback 1.5 35 TFSI City Carver S-Tronic","CHF 29'990.–","57'900 km","Halbautomatisches Getriebe","02.2020","Vorderradantrieb","Benzin","150 PS (110 kW)","AusstattungenOptionale AusstattungAdaptiver GeschwindigkeitsassistentAlu-Optik für InnenraumAudi Phone BoxAudi smartphone interfaceAudi virtual cockpitDachkuppel KontrastfarbeFernlichtassistentInterieurelemente in KunstlederKlimaautomatKomfortschlüsselArrow down iconMehr anzeigen","6.5 l/100 km","","","Ja","Nein","","","","","Ja","Arenaz Centre Occasions Premium à Crissier 

Idéalement situé à Crissier, le centre d'occasions premium Arenaz vous propose une large sélection de véhicules d'occasions.

Nous parlons ...","Véhicule CH - Pack S-Line - Virtual Cockpit - Caméra de recul - Garantie 2 ans - Leasing possible","02.2020","Arenaz Automobiles Crissier SA"
"1733064667-82","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-12026709","AUDI A1 Sportback 35 TFSI S Line","CHF 15'900.–","160'000 km","Automat","08.2019","Vorderradantrieb","Benzin","150 PS (110 kW)","AusstattungenOptionale AusstattungAlu-Räder Audi Sport im 5-Doppelarm-Assist: Einparkhilfe hintenAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitAussenspiegel rechts und links elektrisch verstell-, beheiz- und anklappbar,Dachhimmel schwarzGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Infotainment PaketAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitLenkrad: Leder-Multifunktion plus Lenkrad im 3-Speichen-DesignVorbereitung NavigationssystemInnenspiegel automatisch abblendbarArrow down iconMehr anzeigen","7.1 l/100 km","","","Ja","Nein","","","","","Ja","","Véhicule CH ! Garantie Autocorner 1 an ou 17'500 km ! (4)","08.2019","Autocorner Occasions Romanel"
"1733064669-83","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12030008","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 42'490.–","25 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: ParkassistentAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Media: SONOS Premium SoundsystemArrow down iconMehr anzeigen","-","","","Ja","Nein","","","","","Ja","[0VB] Papiers français
[0E0E] noir mythe-noir mythe
[7HB] Decór: Elements intérieur cuir artificiel
[4ZP] Paquet optique noir plus
[3GD] Paquet coffre à bagages
[1XX] Volant multifonctions ...","","Neues Fahrzeug","Arenaz Automobiles et Services SA - Agence Audi"
"1733064672-84","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-25-tfsi-advanced-12011904","AUDI A1 Sportback 25 TFSI advanced","CHF 23'900.–","24'200 km","Automatikgetriebe","08.2022","Vorderradantrieb","Benzin","95 PS (70 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAssist: GeschwindigkeitsregelanlageAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzInnenspiegel automatisch abblendbarLenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plusLicht: LED-Scheinwerfer und LED-Heckleuchten mit dynamischem BlinklichtMedia: Audi Smartphone InterfaceMedia: Audi SoundsystemArrow down iconMehr anzeigen","6.1 l/100 km","","","Ja","Nein","","","","","Ja","[IT4] Audi connect Navigation & Infotainment (3 Jahre)
[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[A41] Audi Swiss Service Package+
[0E0E] mythosschwarz-mythosschwarz
[EA5] Anschlussgarantie ...","Swiss Service Package / LED-Scheinwerfer / Navigation / Virtual Cockpit / uvm.","08.2022","AMAG Bülach"
"1733064675-85","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12015956","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 41'390.–","10 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plus und SchaltwippenMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","5.7 l/100 km","","","Ja","Nein","","","","","Ja","","CH-Ausführung/ Gratisservice/ Bei Flottenbestätigung 6-10% Zusatzrabatt!","Neues Fahrzeug","AMAG Baden"
"1733064677-86","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-12015958","AUDI A1 Sportback 30 TFSI S Line Attraction","CHF 41'690.–","3'000 km","Automatikgetriebe","09.2024","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vorneArrow down iconMehr anzeigen","5.7 l/100 km","","","Ja","Nein","","","","","Ja","","CH-Ausführung / Gratisservice","09.2024","AMAG Baden"
"1733064679-87","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12017025","AUDI A1 Sportback 30 TFSI Attraction","CHF 29'900.–","10 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugLackierung: Metallic-LackierungMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","5.5 l/100 km","","","Ja","Nein","","","","","Ja","","2.99% Leasingaktion / Gratisservice / bei Flottenbestätigung 4–11 % Zusatzrabatt","Neues Fahrzeug","AMAG Frauenfeld"
"1733064681-88","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12017026","AUDI A1 Sportback 30 TFSI Attraction","CHF 29'900.–","10 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugLackierung: Metallic-LackierungMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","5.5 l/100 km","","","Ja","Nein","","","","","Ja","","2.99% Leasingaktion / Gratisservice / bei Flottenbestätigung 4–11 % Zusatzrabatt","Neues Fahrzeug","AMAG Frauenfeld"
"1733064684-89","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-12020549","AUDI A1 Sportback 35 TFSI S Line","CHF 43'900.–","50 km","Automatikgetriebe","06.2024","Vorderradantrieb","Benzin","150 PS (110 kW)","AusstattungenOptionale AusstattungAssist: RückfahrkameraDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeMedia: Audi connect Navigation & Infotainment plus - 3 JahreMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","6 l/100 km","","","Ja","11.03.2024","","","","","Ja","","Tageszulassung","06.2024","AMAG Schaffhausen"
"1733064686-90","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?pagination%5Bpage%5D=1","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-12016827","AUDI A1 Sportback 30 TFSI Attraction","CHF 36'200.–","10 km","Automatikgetriebe","Neues Fahrzeug","Vorderradantrieb","Benzin","115 PS (85 kW)","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraDachhimmel in Stoff schwarzKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Sportkontur-Lederlenkrad im 3-Speichen-Design unten abgeflacht mit Multifunktion plusMedia: SONOS Premium SoundsystemMittelarmlehne vornePaket: S line mit Sportsitz (Stoff Puls / Kunstleder mono.pur 550- Kombination schwarz)Dachhimmel in Stoff schwarzEinstiegsleisten mit Aluminiumeinlegern vorne, unbeleuchtet, mit S-SchriftzugFussmatten vorne und hintenSitze: Sportsitze vorneRäder: Aluminium-Gussräder Audi Sport - 18 Zoll - im 7-Speichen-Rotor-Design in AnthrazitschwarzArrow down iconMehr anzeigen","5.7 l/100 km","","","Ja","Nein","","","","","Ja","","","Neues Fahrzeug","AMAG Etoy"
