web-scraper-order,title_raw,price_raw,mileage_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,seller_raw,selleraddress_raw,model,price,mileage,fuel_consumption,ps,sportcar,mileage_cat,ps_cat,ps_cat2,fuel_consumption_cat,price_cat
1734007683-321,AUDI A4 Avant 35 TDI Attraction S-tronic,CHF 27'990.–,55'500 km,Vorderradantrieb,Kombi,Mild-Hybrid Diesel/Elektro,163 PS (120 kW),5.2 l/100 km,AMAG Audi Center Zug,"Alte Steinhauserstrasse 1, 6330 Cham",Avant 35 TDI Attraction S-tronic,27990,55500,5.2,163,1,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007685-322,AUDI A4 Avant 2.0 TDI Design quattro S-tronic,CHF 32'200.–,37'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),4.6 l/100 km,Autobörse 24 AG,"Rigiweg 1, 6343 Holzhäusern",Avant 2.0 TDI Design quattro S-tronic,32200,37000,4.6,190,1,0 - 49999,150-199,medium,4.00-4.99,30000-39999
1734007688-323,AUDI A4 Avant 40 TDI S-line Quattro / CH-Fahrzeug mit Gratis Service,CHF 40'900.–,22'000 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,TopcarZug AG,"Chollerstrasse 2, 6300 Zug",Avant 40 TDI S-line Quattro / CH-Fahrzeug mit Gratis Service,40900,22000,5.7,204,1,0 - 49999,200-249,fast,5.00-5.99,40000-49999
1734007695-326,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,CHF 43'999.–,36'500 km,Allrad,Kombi,Diesel,204 PS (150 kW),6 l/100 km,AMAG Automobil und Motoren AG,"Zugerstrasse 2, 6340 Sihlbrugg",Avant 40 TDI S line Attraction quattro S-tronic,43999,36500,6.0,204,1,0 - 49999,200-249,fast,5.00-5.99,40000-49999
1734007698-327,AUDI A4 3.0 V6 TDI quattro,CHF 12'500.–,166'000 km,Allrad,Limousine,Diesel,233 PS (171 kW),7.9 l/100 km,HIRZEN automobile ag,"Hirzenstrasse 1, 9244 Niederuzwil",3.0 V6 TDI quattro,12500,166000,7.9,233,0,150000-199999,200-249,fast,7.00-7.99,10000-19999
1734007700-328,AUDI A4 B5 2.8 quattro Ambition,CHF 6'990.–,120'000 km,Allrad,Limousine,Benzin,193 PS (142 kW),11 l/100 km,R&M  Automobile GmbH,"Gewerbestrasse 6, 6417 Sattel",B5 2.8 quattro Ambition,6990,120000,11.0,193,0,100000 - 149999,150-199,medium,10.00-10.99,0 - 9999
1734007702-329,AUDI A4 Avant 2.0 TDI 190 Sport quattro S-Tronic,CHF 14'900.–,270'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),4.6 l/100 km,M&F Automobile GmbH,"Schaffhauserstrasse 150, 8400 Winterthur",Avant 2.0 TDI 190 Sport quattro S-Tronic,14900,270000,4.6,190,1,250000-299999,150-199,medium,4.00-4.99,10000-19999
1734007707-330,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,CHF 53'900.–,4'000 km,Allrad,Kombi,Diesel,204 PS (150 kW),6 l/100 km,AMAG Winterthur,"Zürcherstrasse 240, 8406 Winterthur-Töss",Avant 40 TDI S line Attraction quattro S-tronic,53900,4000,6.0,204,1,0 - 49999,200-249,fast,5.00-5.99,50000-59999
1734007710-331,AUDI A4 Avant 45 TFSI S-Line quattro S-Tronic,CHF 48'850.–,10'000 km,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,265 PS (195 kW),7.8 l/100 km,Schmid-Garage AG,"Kirchbergerstrasse 36, 9534 Gähwil",Avant 45 TFSI S-Line quattro S-Tronic,48850,10000,7.8,265,1,0 - 49999,250-299,fast,7.00-7.99,40000-49999
1734007712-332,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,CHF 58'900.–,8'000 km,Allrad,Kombi,Diesel,204 PS (150 kW),6 l/100 km,AMAG Kreuzlingen,"Hauptstrasse 99, 8280 Kreuzlingen 2",Avant 40 TDI S line Attraction quattro S-tronic,58900,8000,6.0,204,1,0 - 49999,200-249,fast,5.00-5.99,50000-59999
1734007714-333,AUDI A4 Avant 2.0 TDI S-tronic “Aktionfinanzierung ab 199.-/ sehr sparsam/ Langstrecken Fahrzeug/ Top Ang,CHF 13'990.–,241'456 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.1 l/100 km,Ezo Cars GmbH,"Zürcherstrasse 102, 8852 Altendorf",Avant 2.0 TDI S-tronic “Aktionfinanzierung ab 199.-/ sehr sparsam/ Langstrecken Fahrzeug/ Top Ang,13990,241456,4.1,150,1,200000-249999,100-149,medium,4.00-4.99,10000-19999
1734007717-334,AUDI A4 Avant 40 TDI S-Line quattro S-Tronic,CHF 49'900.–,14'500 km,Allrad,Kombi,Mild-Hybrid Diesel/Elektro,204 PS (150 kW),5.3 l/100 km,Schmid-Garage AG,"Kirchbergerstrasse 36, 9534 Gähwil",Avant 40 TDI S-Line quattro S-Tronic,49900,14500,5.3,204,1,0 - 49999,200-249,fast,5.00-5.99,40000-49999
1734007719-335,AUDI A4 2.0,CHF 9'900.–,114'000 km,Vorderradantrieb,Limousine,Benzin,130 PS (96 kW),8.1 l/100 km,Auto ADAM,"Luchswiesenstrasse 220, 8051 Zürich",2.0,9900,114000,8.1,130,0,100000 - 149999,100-149,medium,8.00-8.99,0 - 9999
1734007721-336,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,CHF 67'800.–,3'000 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.5 l/100 km,Küry Park Side AG,"Seehaldenstrasse 2, 8803 Rüschlikon",Avant 40 TDI S line Attraction quattro S-tronic,67800,3000,5.5,204,1,0 - 49999,200-249,fast,5.00-5.99,60000-69999
1734007724-337,AUDI A4 Avant 45 TFSI S line S-tronic quattro,CHF 41'400.–,25'500 km,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,265 PS (195 kW),7.8 l/100 km,AMAG Baden,"Winkelstrasse 2, 5442 Fislisbach",Avant 45 TFSI S line S-tronic quattro,41400,25500,7.8,265,1,0 - 49999,250-299,fast,7.00-7.99,40000-49999
1734007726-338,AUDI A4 Avant 3.0 TDI Sport quattro tiptronic,CHF 25'000.–,101'500 km,Allrad,Kombi,Diesel,272 PS (200 kW),5.1 l/100 km,Autocenter Holzhäusern,"Hinterbergstrasse 21, 6330 Cham",Avant 3.0 TDI Sport quattro tiptronic,25000,101500,5.1,272,1,100000 - 149999,250-299,fast,5.00-5.99,20000-29999
1734007728-339,AUDI A4 Avant 40 TDI S line quattro S-tronic,CHF 65'900.–,30'000 km,Allrad,Kombi,Diesel,204 PS (150 kW),6.1 l/100 km,Furrer Auto Lachen AG,"Glärnischstrasse 17, 8853 Lachen",Avant 40 TDI S line quattro S-tronic,65900,30000,6.1,204,1,0 - 49999,200-249,fast,6.00-6.99,60000-69999
1734007731-340,AUDI A4 Avant 35 TDI advanced S-tronic,CHF 24'900.–,72'200 km,Vorderradantrieb,Kombi,Mild-Hybrid Diesel/Elektro,163 PS (120 kW),5.5 l/100 km,Autocenter Goldau AG,"Bergstrasse 28, 6410 Goldau",Avant 35 TDI advanced S-tronic,24900,72200,5.5,163,1,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007733-341,AUDI A4 Avant 2.0 40 TDI Attraction quattro S-Tronic,CHF 29'900.–,89'500 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.8 l/100 km,M&F Automobile GmbH,"Schaffhauserstrasse 150, 8400 Winterthur",Avant 2.0 40 TDI Attraction quattro S-Tronic,29900,89500,6.8,190,1,50000 - 990000,150-199,medium,6.00-6.99,20000-29999
1734007735-342,AUDI A4 Avant 2.0 35 TDI S-Tronic CH FAHRZEUG,CHF 19'900.–,91'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),6.6 l/100 km,M&F Automobile GmbH,"Im Vorderasp 3, 8154 Oberglatt   ( Kanton ZH )",Avant 2.0 35 TDI S-Tronic CH FAHRZEUG,19900,91000,6.6,150,1,50000 - 990000,100-149,medium,6.00-6.99,10000-19999
1734007738-343,AUDI A4 Avant 40 TDI S line quattro S-tronic,CHF 30'980.–,101'000 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,Cartopia GmbH,"Bliggenswilerstr.12, 8494 Bauma",Avant 40 TDI S line quattro S-tronic,30980,101000,5.7,204,1,100000 - 149999,200-249,fast,5.00-5.99,30000-39999
1734007743-345,AUDI A4 Avant 2.0 45 TFSI S Line quattro S-Tronic,CHF 47'800.–,23'688 km,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,265 PS (195 kW),7.2 l/100 km,Bütikofer Automobile AG -  Frauenfeld Ost,"Langfeldstrasse 77, 8500 Frauenfeld, 8500 Frauenfeld",Avant 2.0 45 TFSI S Line quattro S-Tronic,47800,23688,7.2,265,1,0 - 49999,250-299,fast,7.00-7.99,40000-49999
1734007746-346,AUDI A4 Avant 45 TFSI quattro,CHF 26'890.–,111'700 km,Allrad,Kombi,Benzin,245 PS (180 kW),7.7 l/100 km,Cartastic AG,"Studacherstrasse 1, 5416 Kirchdorf AG",Avant 45 TFSI quattro,26890,111700,7.7,245,0,100000 - 149999,200-249,fast,7.00-7.99,20000-29999
1734007751-348,AUDI A4 2.0 TDI Sport S-tronic,CHF 25'999.–,115'000 km,Vorderradantrieb,Limousine,Diesel,190 PS (140 kW),4.1 l/100 km,Massimo S.,8500 Frauenfeld,2.0 TDI Sport S-tronic,25999,115000,4.1,190,1,100000 - 149999,150-199,medium,4.00-4.99,20000-29999
1734007753-349,AUDI A4 1.8 TFSI,CHF 8'680.–,94'597 km,Vorderradantrieb,Limousine,Benzin,120 PS (88 kW),7.1 l/100 km,Dan L.,8800 Thalwil,1.8 TFSI,8680,94597,7.1,120,0,50000 - 990000,100-149,medium,7.00-7.99,0 - 9999
1734007758-350,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,CHF 53'888.–,22'900 km,Allrad,Kombi,Diesel,204 PS (150 kW),6.1 l/100 km,Garage Wismer AG,"Chamerstrasse 2, 6343 Rotkreuz",Avant 40 TDI S line Attraction quattro S-tronic,53888,22900,6.1,204,1,0 - 49999,200-249,fast,6.00-6.99,50000-59999
1734007760-351,AUDI A4 Avant 2.0 35 TDI Design S-Tronic,CHF 20'900.–,80'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),6.6 l/100 km,M&F Automobile GmbH,"Schaffhauserstrasse 150, 8400 Winterthur",Avant 2.0 35 TDI Design S-Tronic,20900,80000,6.6,150,1,50000 - 990000,100-149,medium,6.00-6.99,20000-29999
1734007762-352,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,CHF 67'570.–,20 km,Allrad,Kombi,Diesel,204 PS (150 kW),6.1 l/100 km,Central-Garage H. Böckmann AG,"Benknerstrasse 20, 8730 Uznach",Avant 40 TDI S line Attraction quattro S-tronic,67570,20,6.1,204,1,0 - 49999,200-249,fast,6.00-6.99,60000-69999
1734007765-353,AUDI A4 40 TFSI S line S-tronic quattro,CHF 71'930.–,20 km,Allrad,Limousine,Mild-Hybrid Benzin/Elektro,204 PS (150 kW),7.4 l/100 km,Central-Garage H. Böckmann AG,"Benknerstrasse 20, 8730 Uznach",40 TFSI S line S-tronic quattro,71930,20,7.4,204,1,0 - 49999,200-249,fast,7.00-7.99,70000-79999
1734007767-354,AUDI A4 Avant 40 TDI S Line quattro S-Tronic,CHF 33'890.–,79'900 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,West-Garage Lanker AG,"Sandackerstrasse 16, 9245 Oberbüren",Avant 40 TDI S Line quattro S-Tronic,33890,79900,5.7,204,1,50000 - 990000,200-249,fast,5.00-5.99,30000-39999
1734007769-355,AUDI A4 Avant 35 TDI advanced S-tronic,CHF 44'444.–,10'000 km,Vorderradantrieb,Kombi,Mild-Hybrid Diesel/Elektro,163 PS (120 kW),4.9 l/100 km,Autocenter Limmattal B. Strebel AG,"Grindlenstrasse 2, 8954 Geroldswil",Avant 35 TDI advanced S-tronic,44444,10000,4.9,163,1,0 - 49999,150-199,medium,4.00-4.99,40000-49999
1734007773-356,AUDI A4 Avant 2.0 35 TDI Attraction S-Tronic,CHF 16'900.–,155'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),6.6 l/100 km,M&F Automobile GmbH,"Schaffhauserstrasse 150, 8400 Winterthur",Avant 2.0 35 TDI Attraction S-Tronic,16900,155000,6.6,150,1,150000-199999,100-149,medium,6.00-6.99,10000-19999
1734007775-357,AUDI A4 Avant 2.0 40 TDI Sport S-Tronic CH FAHRZEUG AUS 1. HAND,CHF 24'900.–,74'500 km,Vorderradantrieb,Kombi,Diesel,190 PS (140 kW),6.6 l/100 km,M&F Automobile GmbH,"Im Vorderasp 3, 8154 Oberglatt   ( Kanton ZH )",Avant 2.0 40 TDI Sport S-Tronic CH FAHRZEUG AUS 1. HAND,24900,74500,6.6,190,1,50000 - 990000,150-199,medium,6.00-6.99,20000-29999
1734007777-358,AUDI A4 Avant 2.0 40 TDI Attraction quattro S-Tronic,CHF 21'900.–,131'000 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,M&F Automobile GmbH,"Im Vorderasp 3, 8154 Oberglatt   ( Kanton ZH )",Avant 2.0 40 TDI Attraction quattro S-Tronic,21900,131000,6.1,190,1,100000 - 149999,150-199,medium,6.00-6.99,20000-29999
1734007780-359,AUDI A4 Avant 2.0 TFSI 190 ultra Sport S-Tronic,CHF 25'900.–,87'200 km,Vorderradantrieb,Kombi,Benzin,190 PS (140 kW),5.7 l/100 km,M&F Automobile GmbH,"Schaffhauserstrasse 150, 8400 Winterthur",Avant 2.0 TFSI 190 ultra Sport S-Tronic,25900,87200,5.7,190,1,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007782-360,AUDI A4 Avant 3.0 TDI Design quattro tiptronic,CHF 18'000.–,170'000 km,Allrad,Kombi,Diesel,272 PS (200 kW),5.3 l/100 km,Alexander C.,6330 Cham,Avant 3.0 TDI Design quattro tiptronic,18000,170000,5.3,272,0,150000-199999,250-299,fast,5.00-5.99,10000-19999
1734007785-361,AUDI Avant 2 tdi quatro,CHF 21'900.–,106'000 km,Allrad,Kombi,Diesel,190 PS (142 kW),5 l/100 km,Miguel F.,6313 Menzingen,AUDI Avant 2 tdi quatro,21900,106000,5.0,190,0,100000 - 149999,150-199,medium,4.00-4.99,20000-29999
1734007787-362,AUDI A4 Avant 2.0 TDI,CHF 5'900.–,167'000 km,Vorderradantrieb,Kombi,Diesel,140 PS (103 kW),6.5 l/100 km,Danijela J.,9200 Gossau,Avant 2.0 TDI,5900,167000,6.5,140,0,150000-199999,100-149,medium,6.00-6.99,0 - 9999
1734007789-363,AUDI A4 1.8 TFSI,CHF 10'499.–,145'000 km,Vorderradantrieb,Limousine,Benzin,170 PS (127 kW),6.5 l/100 km,Vladimir Y.,8152 Glattpark(Opfikon),1.8 TFSI,10499,145000,6.5,170,0,100000 - 149999,150-199,medium,6.00-6.99,10000-19999
1734007791-364,AUDI A4 Avant 2.0 TDI quattro S-tronic,CHF 13'500.–,197'500 km,Allrad,Kombi,Diesel,190 PS (140 kW),5.2 l/100 km,privat,9565 Bussnang,Avant 2.0 TDI quattro S-tronic,13500,197500,5.2,190,1,150000-199999,150-199,medium,5.00-5.99,10000-19999
1734007794-365,AUDI A4 Avant 35 TDI advanced Attraction S-tronic,CHF 25'700.–,60'000 km,Vorderradantrieb,Kombi,Mild-Hybrid Diesel/Elektro,163 PS (120 kW),5.5 l/100 km,Patrick K.,5102 Rupperswil,Avant 35 TDI advanced Attraction S-tronic,25700,60000,5.5,163,1,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007796-366,AUDI A4 Avant 1.8 TFSI quattro,CHF 2'400.–,335'855 km,Allrad,Kombi,Benzin,160 PS (118 kW),7.7 l/100 km,sepprusch,"Nassi, 9107 Urnäsch",Avant 1.8 TFSI quattro,2400,335855,7.7,160,0,300000-349999,150-199,medium,7.00-7.99,0 - 9999
1734007798-367,AUDI A4 Avant 1.8 T,CHF 6'500.–,188'328 km,Vorderradantrieb,Kombi,Benzin,163 PS (120 kW),8.4 l/100 km,Automobile H. Gasser ..,8047 Zürich,Avant 1.8 T,6500,188328,8.4,163,0,150000-199999,150-199,medium,8.00-8.99,0 - 9999
1734007801-368,AUDI A4 Cabriolet 3.0 V6,CHF 8'490.–,195'000 km,Vorderradantrieb,Cabriolet,Benzin,220 PS (162 kW),10 l/100 km,Fabian O.,8404 Winterthur,Cabriolet 3.0 V6,8490,195000,10.0,220,0,150000-199999,200-249,fast,9.00-9.99,0 - 9999
1734007803-369,AUDI A4 2.0 TFSI multitronic,CHF 8'900.–,205'000 km,Vorderradantrieb,Limousine,Benzin,180 PS (132 kW),7.1 l/100 km,Thien T.,8005 Zürich,2.0 TFSI multitronic,8900,205000,7.1,180,0,200000-249999,150-199,medium,7.00-7.99,0 - 9999
1734007808-370,AUDI A4 S-Line,CHF 29'999.–,85'500 km,Vorderradantrieb,Kombi,Mild-Hybrid Diesel/Elektro,204 PS (152 kW),5.3 l/100 km,Graf & Müller Garage GmbH,"Tösstalstrasse 6, 8360 Wallenwil",S-Line,29999,85500,5.3,204,1,50000 - 990000,200-249,fast,5.00-5.99,20000-29999
1734007810-371,AUDI A4 Avant 2.0 40 TDI Advanced quattro S-Tronic,CHF 28'900.–,75'100 km,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,M&F Automobile GmbH,"Im Vorderasp 3, 8154 Oberglatt   ( Kanton ZH )",Avant 2.0 40 TDI Advanced quattro S-Tronic,28900,75100,6.1,190,1,50000 - 990000,150-199,medium,6.00-6.99,20000-29999
1734007812-372,AUDI A4 Avant 2.0 35 TDI Design S-Tronic CH FAHRZEUG,CHF 19'900.–,97'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),6.6 l/100 km,M&F Automobile GmbH,"Schaffhauserstrasse 150, 8400 Winterthur",Avant 2.0 35 TDI Design S-Tronic CH FAHRZEUG,19900,97000,6.6,150,1,50000 - 990000,100-149,medium,6.00-6.99,10000-19999
1734007815-373,AUDI A4 Avant 45 TFSI S line S-tronic quattro,CHF 38'790.–,68'500 km,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,265 PS (195 kW),8.2 l/100 km,AMAG Baden,"Winkelstrasse 2, 5442 Fislisbach",Avant 45 TFSI S line S-tronic quattro,38790,68500,8.2,265,1,50000 - 990000,250-299,fast,8.00-8.99,30000-39999
1734007824-377,AUDI A4 Avant 45 TFSI S Line quattro S-Tronic **Audi Garantie bis 02.2029**,CHF 53'890.–,5'100 km,Allrad,Kombi,Benzin,265 PS,8.2 l/100 km,Autowelt von Rotz AG,"Wilerstrasse 72, 9542 Münchwilen",Avant 45 TFSI S Line quattro S-Tronic **Audi Garantie bis 02.2029**,53890,5100,8.2,265,1,0 - 49999,250-299,fast,8.00-8.99,50000-59999
1734007827-378,AUDI A4 Avant 2.0 45 TFSI S Line quattro S-Tronic,CHF 49'890.–,8'400 km,Allrad,Kombi,Benzin,265 PS (195 kW),7.2 l/100 km,West-Garage Lanker AG,"Sandackerstrasse 16, 9245 Oberbüren",Avant 2.0 45 TFSI S Line quattro S-Tronic,49890,8400,7.2,265,1,0 - 49999,250-299,fast,7.00-7.99,40000-49999
1734007829-379,AUDI A4 Avant 45 TFSI Sport S-tronic quattro,CHF 34'444.–,73'750 km,Allrad,Kombi,Benzin,245 PS (180 kW),8.6 l/100 km,Garage Wismer AG,"Chamerstrasse 2, 6343 Rotkreuz",Avant 45 TFSI Sport S-tronic quattro,34444,73750,8.6,245,1,50000 - 990000,200-249,fast,8.00-8.99,30000-39999
1734007832-380,AUDI A4 Cabriolet 1.8 Turbo,CHF 5'900.–,272'000 km,Vorderradantrieb,Cabriolet,Benzin,163 PS (120 kW),8.7 l/100 km,Rilind K.,8909 Zwillikon,Cabriolet 1.8 Turbo,5900,272000,8.7,163,1,250000-299999,150-199,medium,8.00-8.99,0 - 9999
1734007834-381,AUDI A4 Avant 2.0 TDI quattro,CHF 13'990.–,195'000 km,Allrad,Kombi,Diesel,210 PS (154 kW),5.6 l/100 km,David B.,5722 Gränichen,Avant 2.0 TDI quattro,13990,195000,5.6,210,0,150000-199999,200-249,fast,5.00-5.99,10000-19999
1734007836-382,AUDI A4 Avant 45 TFSI Sport S-tronic quattro,CHF 40'000.–,66'000 km,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,245 PS (180 kW),8.6 l/100 km,Jelena J.,8370 Sirnach,Avant 45 TFSI Sport S-tronic quattro,40000,66000,8.6,245,1,50000 - 990000,200-249,fast,8.00-8.99,30000-39999
1734007838-383,"AUDI A4 3.0TDI, AHK, B&O, Vollausstattung",CHF 39'900.–,80'200 km,Allrad,Kombi,Diesel,286 PS (210 kW),8 l/100 km,Chris R.,8363 Bichelsee,"3.0TDI, AHK, B&O, Vollausstattung",39900,80200,8.0,286,0,50000 - 990000,250-299,fast,7.00-7.99,30000-39999
1734007841-384,AUDI A4 2.0 TFSI quattro S-tronic,CHF 18'500.–,58'600 km,Allrad,Limousine,Benzin,225 PS (165 kW),6.7 l/100 km,Ioannis M.,5507 Mellingen,2.0 TFSI quattro S-tronic,18500,58600,6.7,225,1,50000 - 990000,200-249,fast,6.00-6.99,10000-19999
1734007843-385,AUDI A4 1.8 TFSI,CHF 7'400.–,173'000 km,Vorderradantrieb,Limousine,Benzin,160 PS (118 kW),7.1 l/100 km,Avinash G.,8956 Killwangen,1.8 TFSI,7400,173000,7.1,160,0,150000-199999,150-199,medium,7.00-7.99,0 - 9999
1734007846-386,AUDI A4 Avant 2.0 TFSI Sport quattro S-tronic,CHF 23'000.–,116'000 km,Allrad,Kombi,Benzin,252 PS (185 kW),6.1 l/100 km,Simon S.,6331 Hünenberg,Avant 2.0 TFSI Sport quattro S-tronic,23000,116000,6.1,252,1,100000 - 149999,250-299,fast,6.00-6.99,20000-29999
1734007848-387,AUDI A4 Avant 2.0 TDI multitronic,CHF 8'500.–,250'000 km,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.7 l/100 km,Simon T.,9200 Gossau,Avant 2.0 TDI multitronic,8500,250000,4.7,150,0,200000-249999,100-149,medium,4.00-4.99,0 - 9999
1734007850-388,AUDI A4 40 TDI advanced Attraction quattro S-tronic,CHF 36'999.–,37'000 km,Allrad,Limousine,Diesel,204 PS (150 kW),5.5 l/100 km,Gaetan L.,8003 Zurich,40 TDI advanced Attraction quattro S-tronic,36999,37000,5.5,204,1,0 - 49999,200-249,fast,5.00-5.99,30000-39999
1734007852-389,AUDI A4 Avant 40 TDI S line quattro S-tronic,CHF 62'200.–,5'800 km,Allrad,Kombi,Diesel,204 PS (150 kW),6 l/100 km,Garage Huber AG,"Rütistrasse 41, 8634 Hombrechtikon",Avant 40 TDI S line quattro S-tronic,62200,5800,6.0,204,1,0 - 49999,200-249,fast,5.00-5.99,60000-69999
1734007858-390,AUDI A4 Avant 40 TDI S line Attraction quattro S-tronic,CHF 53'990.–,13'000 km,Allrad,Kombi,Diesel,204 PS (150 kW),6.1 l/100 km,AMAG Beromünster,"Aargauerstrasse 13, 6215 Beromünster",Avant 40 TDI S line Attraction quattro S-tronic,53990,13000,6.1,204,1,0 - 49999,200-249,fast,6.00-6.99,50000-59999
1734007861-391,AUDI A4 Avant 45 TFSI S Line quattro S-Tronic **Audi Garantie bis 02.2029**,CHF 54'890.–,14'650 km,Allrad,Kombi,Benzin,265 PS,8.2 l/100 km,Autowelt von Rotz AG,"Wilerstrasse 72, 9542 Münchwilen",Avant 45 TFSI S Line quattro S-Tronic **Audi Garantie bis 02.2029**,54890,14650,8.2,265,1,0 - 49999,250-299,fast,8.00-8.99,50000-59999
1734007863-392,AUDI A4 Avant 2.0 TFSI quattro s-tronic,CHF 16'900.–,72'700 km,Allrad,Kombi,Benzin,225 PS (165 kW),6.9 l/100 km,Sakr Autocenter GmbH,"St. Gallerstrasse 7, 8352 Elsau",Avant 2.0 TFSI quattro s-tronic,16900,72700,6.9,225,0,50000 - 990000,200-249,fast,6.00-6.99,10000-19999
1734007866-393,AUDI A4 Avant 45 TFSI advanced S-tronic quattro,CHF 35'990.–,51'439 km,Allrad,Kombi,Benzin,245 PS (180 kW),8.6 l/100 km,AMAG Occasions Center,"Zürcherstrasse 242, 8406 Winterthur",Avant 45 TFSI advanced S-tronic quattro,35990,51439,8.6,245,1,50000 - 990000,200-249,fast,8.00-8.99,30000-39999
1734007868-394,AUDI A4 Avant 40 TFSI S-tronic,CHF 23'900.–,77'500 km,Vorderradantrieb,Kombi,Benzin,190 PS (140 kW),5.9 l/100 km,Sakr Autocenter GmbH,"St. Gallerstrasse 7, 8352 Elsau",Avant 40 TFSI S-tronic,23900,77500,5.9,190,1,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007870-395,AUDI A4 Avant 45 TFSI S Line quattro S-Tronic **Audi Garantie bis 03.2029**,CHF 49'980.–,12'400 km,Allrad,Kombi,Benzin,265 PS,8.2 l/100 km,Autowelt von Rotz AG,"Wilerstrasse 72, 9542 Münchwilen",Avant 45 TFSI S Line quattro S-Tronic **Audi Garantie bis 03.2029**,49980,12400,8.2,265,1,0 - 49999,250-299,fast,8.00-8.99,40000-49999
1734007873-396,AUDI A4 Avant 2.0 TDI 190 Sport S-Tronic,CHF 14'900.–,228'000 km,Vorderradantrieb,Kombi,Diesel,190 PS (140 kW),4.2 l/100 km,M&F Automobile GmbH,"Schaffhauserstrasse 150, 8400 Winterthur",Avant 2.0 TDI 190 Sport S-Tronic,14900,228000,4.2,190,1,200000-249999,150-199,medium,4.00-4.99,10000-19999
1734007875-397,AUDI A4 Avant 3.0 TDI Sport quattro tiptronic,CHF 27'460.–,96'750 km,Allrad,Kombi,Diesel,272 PS (200 kW),5.3 l/100 km,AMAG Occasions Center,"Stüdliackerstrasse 1, 8207 Schaffhausen",Avant 3.0 TDI Sport quattro tiptronic,27460,96750,5.3,272,1,50000 - 990000,250-299,fast,5.00-5.99,20000-29999
1734007878-398,AUDI A4 Avant 40 TDI Attraction quattro S-tronic,CHF 31'490.–,44'500 km,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,Automobile-Mastroianni GmbH,"Rietstrasse 1, 8108 Dällikon",Avant 40 TDI Attraction quattro S-tronic,31490,44500,5.7,204,1,0 - 49999,200-249,fast,5.00-5.99,30000-39999
1734007880-399,AUDI A4 Avant 2.0 40 TDI quattro S-Tronic,CHF 19'900.–,133'000 km,Allrad,Kombi,Mild-Hybrid Diesel/Elektro,204 PS (150 kW),5.3 l/100 km,M&F Automobile GmbH,"Schaffhauserstrasse 150, 8400 Winterthur",Avant 2.0 40 TDI quattro S-Tronic,19900,133000,5.3,204,1,100000 - 149999,200-249,fast,5.00-5.99,10000-19999
1734007883-400,AUDI A4 Avant 40 TDI,CHF 26'900.–,65'000 km,Vorderradantrieb,Kombi,Diesel,190 PS (140 kW),5.5 l/100 km,Franz AG Winterthur,"St. Gallerstrasse 106, 8404 Winterthur",Avant 40 TDI,26900,65000,5.5,190,0,50000 - 990000,150-199,medium,5.00-5.99,20000-29999
1734007885-401,AUDI A4 Avant 45 TFSI S line S-tronic quattro,CHF 71'400.–,4'800 km,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,265 PS (195 kW),7.9 l/100 km,Garage Huber AG Feldmeilen,"Seestrasse 269, 8706 Feldmeilen",Avant 45 TFSI S line S-tronic quattro,71400,4800,7.9,265,1,0 - 49999,250-299,fast,7.00-7.99,70000-79999
