original_,original_selleraddress_raw,lat,lon,formatted,name,housenumber,street,district,suburb,state_code,postcode,city,county,state,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url
257,"Höhtal 2, 5420 Ehrendingen",47.485081449999996,8.333578113379069,"Höhtal 2, 5420 Ehrendingen, Switzerland",,2,Höhtal,,,AG,5420,Ehrendingen,Bezirk Baden,Aargau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
258,"Sandackerstrasse 10, 9245 Oberbüren",47.45142615,9.156862761568629,"Sandackerstrasse 10, 9245 Oberbüren, Switzerland",,10,Sandackerstrasse,,,,9245,Oberbüren,Wahlkreis Wil,St. Gallen,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
259,"Haldenweg 1, 8586 Erlen",47.545159,9.213841,"Haldenweg 2, 8586 Riedt b. Erlen, Switzerland",,2,Haldenweg,Erlen,,TG,8586,Riedt b. Erlen,Weinfelden,Thurgau,Switzerland,ch,0.7,1,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
260,"Riedhofstrasse 57, 8408 Winterthur-Wülflingen",47.51397635,8.693726312806188,"Riedhofstrasse 57, 8408 Winterthur, Switzerland",,57,Riedhofstrasse,,Wülflingen,,8408,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
261,"Untere Bahnhofstrasse 31, 8340 Hinwil ZH",47.30018,8.836204,"Untere Bahnhofstrasse 31, 8340 Hinwil, Switzerland",,31,Untere Bahnhofstrasse,Hinwil,,,8340,Hinwil,Hinwil,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
262,"Neunfornerstrasse 20, 8475 Ossingen",47.611271900000006,8.734423099208374,"Neunfornerstrasse 20, 8475 Ossingen, Switzerland",,20,Neunfornerstrasse,,,,8475,Ossingen,Bezirk Andelfingen,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
263,"Eternitstrasse 21, 8867 Niederurnen",47.11958344999999,9.059015699999996,"Eternitstrasse 21, 8867 Glarus Nord, Switzerland",,21,Eternitstrasse,Undergiessen,,GL,8867,Glarus Nord,,Glarus,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
264,"Büelstrasse 44, 8604 Hegnau / Volketswil",47.39414,8.659262,"Büelstrasse 44, 8604 Volketswil, Switzerland",,44,Büelstrasse,Volketswil,,,8604,Volketswil,Uster,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
265,"Tösstalstrasse 263, 8497 Fischenthal",47.337964,8.925807,"Tösstalstrasse 263, 8497 Fischenthal, Switzerland",,263,Tösstalstrasse,Fischenthal,,,8497,Fischenthal,Hinwil,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
266,"Hauptstrasse 41, 5037 Muhen",47.33602605,8.05432744028846,"Garage Lüscher, Hauptstrasse 41, 5037 Muhen, Switzerland",Garage Lüscher,41,Hauptstrasse,,,AG,5037,Muhen,Bezirk Aarau,Aargau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
267,"Zürcherstrasse 34, 8604 Hegnau-Volketswil",47.3924365,8.6660756,"Auto Schiess, Zürcherstrasse 34, 8604 Volketswil, Switzerland",Auto Schiess,34,Zürcherstrasse,,,,8604,Volketswil,Bezirk Uster,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
268,"Büelstrasse 35, 8604 Hegnau-Volketswil",47.39384,8.661335,"Büelstrasse 35, 8604 Volketswil, Switzerland",,35,Büelstrasse,Volketswil,,,8604,Volketswil,Uster,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
269,"Büelstrasse 35, 8604 Hegnau-Volketswil",47.39384,8.661335,"Büelstrasse 35, 8604 Volketswil, Switzerland",,35,Büelstrasse,Volketswil,,,8604,Volketswil,Uster,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
270,"Zellmatte 10, 6214 Schenkon",47.1781814,8.12923504027519,"Zellmatte 10, 6214 Schenkon, Switzerland",,10,Zellmatte,,,,6214,Schenkon,,Lucerne,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
271,"Sumpfstrasse,32, 6312 Steinhausen",47.187470899999994,8.485923494669688,"Sumpfstrasse 32, 6312 Steinhausen, Switzerland",,32,Sumpfstrasse,,Sumpf,ZG,6312,Steinhausen,,Zug,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
272,"St.Gallerstrasse 188, 8404 Winterthur",47.49890225,8.761576394206449,"St. Gallerstrasse 188, 8404 Winterthur, Switzerland",,188,St. Gallerstrasse,,Oberwinterthur,,8404,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
273,"Rütistrasse 41, 8634 Hombrechtikon",47.253523,8.775367,"Rütistrasse 41, 8634 Hombrechtikon, Switzerland",,41,Rütistrasse,Hombrechtikon,,,8634,Hombrechtikon,Meilen,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
274,"Gewerbestrasse 4, 6417 Sattel",47.074241,8.628509,"Gewerbestrasse 4, 6417 Sattel, Switzerland",,4,Gewerbestrasse,Sattel,,SZ,6417,Sattel,Schwyz,Schwyz,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
275,"Fabrikstrasse 6, 8340 Hinwil",47.300191,8.83841515,"Fabrikstrasse 6, 8340 Hadlikon, Switzerland",,6,Fabrikstrasse,,,,8340,Hadlikon,Bezirk Hinwil,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
276,"Fabrikstrasse 6, 8340 Hinwil",47.300191,8.83841515,"Fabrikstrasse 6, 8340 Hadlikon, Switzerland",,6,Fabrikstrasse,,,,8340,Hadlikon,Bezirk Hinwil,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
277,"Gschwaderstrasse 71B, 8610 Uster",47.361754250000004,8.716528221570579,"Gschwaderstrasse 71b, 8610 Uster, Switzerland",,71b,Gschwaderstrasse,,,,8610,Uster,Bezirk Uster,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
278,"Dorfstrasse 14, 8164 Bachs",47.52459125,8.43743457745893,"Dorfstrasse 14, 8164 Bachs, Switzerland",,14,Dorfstrasse,,Eichhof,,8164,Bachs,Bezirk Dielsdorf,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
279,"Ruessenstrasse 22, 6340 Baar",47.2123657,8.564873558819558,"Garage Andermatt AG Baar, Ruessenstrasse 22, 6340 Baar, Switzerland",Garage Andermatt AG Baar,22,Ruessenstrasse,Walterswil,,ZG,6340,Baar,,Zug,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
280,"St. Gallerstrasse 44, 9548 Matzingen",47.5153963,8.936153246280991,"Carrosserie Kuhn GmbH, St. Gallerstrasse 44, 9548 Matzingen, Switzerland",Carrosserie Kuhn GmbH,44,St. Gallerstrasse,,Mühle,TG,9548,Matzingen,Bezirk Frauenfeld,Thurgau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
281,"Zugerstrasse 2, 6340 Sihlbrugg",47.217015450000005,8.576042895348618,"Zugerstrasse 2, 6340 Neuheim, Switzerland",,2,Zugerstrasse,,,ZG,6340,Neuheim,,Zug,Switzerland,ch,0.95,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
282,"Gewerbestrasse 6, 6417 Sattel",47.074513,8.628915,"Gewerbestrasse 6, 6417 Sattel, Switzerland",,6,Gewerbestrasse,Sattel,,SZ,6417,Sattel,Schwyz,Schwyz,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
283,"Feldmoosstrasse 8, 8853 Lachen",47.190355749999995,8.864126797702895,"Feldmoosstrasse 8, 8853 Lachen, Switzerland",,8,Feldmoosstrasse,Gugelberg,,SZ,8853,Lachen,March,Schwyz,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
284,"Fabrikstrasse 6, 8340 Hinwil",47.300191,8.83841515,"Fabrikstrasse 6, 8340 Hadlikon, Switzerland",,6,Fabrikstrasse,,,,8340,Hadlikon,Bezirk Hinwil,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
285,"Alte Steinhauserstrasse 1, 6330 Cham",47.1864861,8.4738305,"Alte Steinhauserstrasse 1, 6312 Cham, Switzerland",,1,Alte Steinhauserstrasse,,Städtler Allmend,ZG,6312,Cham,,Zug,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
286,"Rigiweg 1, 6343 Holzhäusern",47.1536893,8.437747,"Rigiweg 1, 6343 Risch-Rotkreuz, Switzerland",Rigiweg,1,Rigiweg,Sankt Wendelin,,ZG,6343,Risch-Rotkreuz,,Zug,Switzerland,ch,0.5,1,1,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
287,"Chollerstrasse 2, 6300 Zug",47.182126,8.484825,"Chollerstrasse 2, 6300 Zug, Switzerland",,2,Chollerstrasse,Zug,,ZG,6300,Zug,Zug,Zug,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
288,"Zugerstrasse 2, 6340 Sihlbrugg",47.217015450000005,8.576042895348618,"Zugerstrasse 2, 6340 Neuheim, Switzerland",,2,Zugerstrasse,,,ZG,6340,Neuheim,,Zug,Switzerland,ch,0.95,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
289,"Hirzenstrasse 1, 9244 Niederuzwil",47.444473099999996,9.148345475325076,"Nocera & Strub AG, Hirzenstrasse 1, 9244 Uzwil, Switzerland",Nocera & Strub AG,1,Hirzenstrasse,,,,9244,Uzwil,Wahlkreis Wil,St. Gallen,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
290,"Gewerbestrasse 6, 6417 Sattel",47.074513,8.628915,"Gewerbestrasse 6, 6417 Sattel, Switzerland",,6,Gewerbestrasse,Sattel,,SZ,6417,Sattel,Schwyz,Schwyz,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
291,"Schaffhauserstrasse 150, 8400 Winterthur",47.516279049999994,8.720709482236025,"Schaffhauserstrasse 150, 8407 Winterthur, Switzerland",,150,Schaffhauserstrasse,,Veltheim,,8407,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
292,"Zürcherstrasse 240, 8406 Winterthur-Töss",47.486054100000004,8.70188346789959,"Zürcherstrasse 240, 8406 Winterthur, Switzerland",,240,Zürcherstrasse,,Töss,,8406,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
293,"Kirchbergerstrasse 36, 9534 Gähwil",47.39712635,9.006567121895014,"Schmid-Garage AG, Kirchbergerstrasse 36, 9534 Kirchberg (SG), Switzerland",Schmid-Garage AG,36,Kirchbergerstrasse,,,,9534,Kirchberg (SG),Wahlkreis Toggenburg,St. Gallen,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
294,"Hauptstrasse 99, 8280 Kreuzlingen 2",47.6444997,9.181141848002754,"Hauptstrasse 99, 8280 Kreuzlingen, Switzerland",,99,Hauptstrasse,Gaissberg,,TG,8280,Kreuzlingen,Bezirk Kreuzlingen,Thurgau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
295,"Zürcherstrasse 102, 8852 Altendorf",47.1976369,8.812928822387173,"Zürcherstrasse 102, 8852 Altendorf, Switzerland",,102,Zürcherstrasse,,,SZ,8852,Altendorf,March,Schwyz,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
296,"Kirchbergerstrasse 36, 9534 Gähwil",47.39712635,9.006567121895014,"Schmid-Garage AG, Kirchbergerstrasse 36, 9534 Kirchberg (SG), Switzerland",Schmid-Garage AG,36,Kirchbergerstrasse,,,,9534,Kirchberg (SG),Wahlkreis Toggenburg,St. Gallen,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
297,"Luchswiesenstrasse 220, 8051 Zürich",47.40646475,8.585410461107724,"Luchswiesenstrasse 220, 8051 Zurich, Switzerland",,220,Luchswiesenstrasse,,Kreis 12,,8051,Zurich,District Zurich,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
298,"Seehaldenstrasse 2, 8803 Rüschlikon",47.297987,8.549548,"Seehaldenstrasse 2, 8803 Rüschlikon, Switzerland",,2,Seehaldenstrasse,Rüschlikon,,,8803,Rüschlikon,Horgen,Zurich,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
299,"Winkelstrasse 2, 5442 Fislisbach",47.4416483,8.2956752,"Winkelstrasse 2, 5442 Fislisbach, Switzerland",,2,Winkelstrasse,,,AG,5442,Fislisbach,Bezirk Baden,Aargau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300,"Hinterbergstrasse 21, 6330 Cham",47.187926,8.477349,"Hinterbergstrasse 21, 6330 Cham, Switzerland",,21,Hinterbergstrasse,Cham,,ZG,6330,Cham,Zug,Zug,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
301,"Glärnischstrasse 17, 8853 Lachen",47.19132845,8.864710196383221,"Glärnischstrasse 17, 8853 Lachen, Switzerland",,17,Glärnischstrasse,Gugelberg,,SZ,8853,Lachen,March,Schwyz,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
302,"Bergstrasse 28, 6410 Goldau",47.0529125,8.551273816611083,"Bergstrasse 28, 6410 Goldau, Switzerland",,28,Bergstrasse,Tännmatt,Oberarth,SZ,6410,Goldau,Schwyz,Schwyz,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
303,"Schaffhauserstrasse 150, 8400 Winterthur",47.516279049999994,8.720709482236025,"Schaffhauserstrasse 150, 8407 Winterthur, Switzerland",,150,Schaffhauserstrasse,,Veltheim,,8407,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
304,"Im Vorderasp 3, 8154 Oberglatt   ( Kanton ZH )",47.482231,8.503344,"Im Vorderasp 3, 8172 Hofstetten, Switzerland",,3,Im Vorderasp,Oberglatt,,,8172,Hofstetten,Dielsdorf,Zurich,Switzerland,ch,0.3,0.3,0.3,0.3,© OpenAddresses contributors,BSD-3-Clause License,
305,"Bliggenswilerstr.12, 8494 Bauma",47.368852950000004,8.868192865890148,"Bliggenswilerstrasse 12, 8494 Bauma, Switzerland",,12,Bliggenswilerstrasse,Widen,,,8494,Bauma,Bezirk Pfäffikon,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
306,"Langfeldstrasse 77, 8500 Frauenfeld, 8500 Frauenfeld",47.567633,8.908767,"Langfeldstrasse 77, 8500 Frauenfeld, Switzerland",,77,Langfeldstrasse,Frauenfeld,,TG,8500,Frauenfeld,Frauenfeld,Thurgau,Switzerland,ch,1,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
307,"Studacherstrasse 1, 5416 Kirchdorf AG",47.4937148,8.2743101,"Studacherstrasse 1, 5416 Kirchdorf, Switzerland",,1,Studacherstrasse,,,AG,5416,Kirchdorf,Bezirk Baden,Aargau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
308,8500 Frauenfeld,47.555284549,8.890225435,"8500 Frauenfeld, Switzerland",,,,,,TG,8500,Frauenfeld,Bezirk Frauenfeld,Thurgau,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
309,8800 Thalwil,47.2944325,8.5635762,"8800 Thalwil, Switzerland",,,,,,,8800,Thalwil,Bezirk Horgen,Zurich,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
310,"Chamerstrasse 2, 6343 Rotkreuz",47.14558425,8.43207125300288,"Garage Wismer AG Audi, Chamerstrasse 2, 6343 Risch-Rotkreuz, Switzerland",Garage Wismer AG Audi,2,Chamerstrasse,,,ZG,6343,Risch-Rotkreuz,,Zug,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
311,"Schaffhauserstrasse 150, 8400 Winterthur",47.516279049999994,8.720709482236025,"Schaffhauserstrasse 150, 8407 Winterthur, Switzerland",,150,Schaffhauserstrasse,,Veltheim,,8407,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
312,"Benknerstrasse 20, 8730 Uznach",47.2194596,8.986651011027615,"Benknerstrasse 20, 8730 Uznach, Switzerland",,20,Benknerstrasse,,,,8730,Uznach,Wahlkreis See-Gaster,St. Gallen,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
313,"Benknerstrasse 20, 8730 Uznach",47.2194596,8.986651011027615,"Benknerstrasse 20, 8730 Uznach, Switzerland",,20,Benknerstrasse,,,,8730,Uznach,Wahlkreis See-Gaster,St. Gallen,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
314,"Sandackerstrasse 16, 9245 Oberbüren",47.4513159,9.1562407,"Sandackerstrasse 16, 9245 Oberbüren, Switzerland",,16,Sandackerstrasse,,,,9245,Oberbüren,Wahlkreis Wil,St. Gallen,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
315,"Grindlenstrasse 2, 8954 Geroldswil",47.4167438,8.4146957,"Grindlenstrasse 2, 8954 Geroldswil, Switzerland",,2,Grindlenstrasse,Im Welbrig,Im Werd,,8954,Geroldswil,Bezirk Dietikon,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
316,"Schaffhauserstrasse 150, 8400 Winterthur",47.516279049999994,8.720709482236025,"Schaffhauserstrasse 150, 8407 Winterthur, Switzerland",,150,Schaffhauserstrasse,,Veltheim,,8407,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
317,"Im Vorderasp 3, 8154 Oberglatt   ( Kanton ZH )",47.482231,8.503344,"Im Vorderasp 3, 8172 Hofstetten, Switzerland",,3,Im Vorderasp,Oberglatt,,,8172,Hofstetten,Dielsdorf,Zurich,Switzerland,ch,0.3,0.3,0.3,0.3,© OpenAddresses contributors,BSD-3-Clause License,
318,"Im Vorderasp 3, 8154 Oberglatt   ( Kanton ZH )",47.482231,8.503344,"Im Vorderasp 3, 8172 Hofstetten, Switzerland",,3,Im Vorderasp,Oberglatt,,,8172,Hofstetten,Dielsdorf,Zurich,Switzerland,ch,0.3,0.3,0.3,0.3,© OpenAddresses contributors,BSD-3-Clause License,
319,"Schaffhauserstrasse 150, 8400 Winterthur",47.516279049999994,8.720709482236025,"Schaffhauserstrasse 150, 8407 Winterthur, Switzerland",,150,Schaffhauserstrasse,,Veltheim,,8407,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
320,6330 Cham,47.185512502,8.459985621,"6330 Cham, Switzerland",,,,,,ZG,6330,Cham,,Zug,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
321,6313 Menzingen,47.178291,8.5899339,"6313 Menzingen, Switzerland",,,,,,ZG,6313,Menzingen,,Zug,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
322,9200 Gossau,47.415224462,9.25338476,"9200 Gossau (SG), Switzerland",,,,,,,9200,Gossau (SG),Wahlkreis St. Gallen,St. Gallen,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
323,8152 Glattpark(Opfikon),47.42972385,8.568401585,"8152 Opfikon, Switzerland",,,,,,,8152,Opfikon,Bezirk Bülach,Zurich,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
324,9565 Bussnang,47.550138584,9.089298167,"9565 Bussnang, Switzerland",,,,,,TG,9565,Bussnang,Bezirk Weinfelden,Thurgau,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
325,5102 Rupperswil,47.4027283,8.1274477,"5102 Rupperswil, Switzerland",,,,,,AG,5102,Rupperswil,Bezirk Lenzburg,Aargau,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
326,"Nassi, 9107 Urnäsch",47.3178621,9.2834506,"9107 Urnäsch, Switzerland",,,,,,AR,9107,Urnäsch,Hinterland,Appenzell Ausserrhoden,Switzerland,ch,0.5,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
327,8047 Zürich,47.374431038,8.491101849,"8047 Zurich, Switzerland",,,,,Kreis 9,,8047,Zurich,District Zurich,Zurich,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
328,8404 Winterthur,47.507693124,8.758497322,"8404 Winterthur, Switzerland",,,,,Oberwinterthur,,8404,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
329,8005 Zürich,47.386330022,8.524630276,"8005 Zurich, Switzerland",,,,,Industriequartier,,8005,Zurich,District Zurich,Zurich,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
330,"Tösstalstrasse 6, 8360 Wallenwil",47.4609493,8.9544666,"Tösstalstrasse 6, 8360 Wallenwil, Switzerland",Tösstalstrasse,6,Tösstalstrasse,,,TG,8360,Wallenwil,Bezirk Münchwilen,Thurgau,Switzerland,ch,0.75,1,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
331,"Im Vorderasp 3, 8154 Oberglatt   ( Kanton ZH )",47.482231,8.503344,"Im Vorderasp 3, 8172 Hofstetten, Switzerland",,3,Im Vorderasp,Oberglatt,,,8172,Hofstetten,Dielsdorf,Zurich,Switzerland,ch,0.3,0.3,0.3,0.3,© OpenAddresses contributors,BSD-3-Clause License,
332,"Schaffhauserstrasse 150, 8400 Winterthur",47.516279049999994,8.720709482236025,"Schaffhauserstrasse 150, 8407 Winterthur, Switzerland",,150,Schaffhauserstrasse,,Veltheim,,8407,Winterthur,Bezirk Winterthur,Zurich,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
333,"Winkelstrasse 2, 5442 Fislisbach",47.4416483,8.2956752,"Winkelstrasse 2, 5442 Fislisbach, Switzerland",,2,Winkelstrasse,,,AG,5442,Fislisbach,Bezirk Baden,Aargau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
334,"Wilerstrasse 72, 9542 Münchwilen",47.466394,9.027298931473798,"Auto Welt von Rotz, Wilerstrasse 72, 9542 Münchwilen (TG), Switzerland",Auto Welt von Rotz,72,Wilerstrasse,,,TG,9542,Münchwilen (TG),Bezirk Münchwilen,Thurgau,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
335,"Sandackerstrasse 16, 9245 Oberbüren",47.4513159,9.1562407,"Sandackerstrasse 16, 9245 Oberbüren, Switzerland",,16,Sandackerstrasse,,,,9245,Oberbüren,Wahlkreis Wil,St. Gallen,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
336,"Chamerstrasse 2, 6343 Rotkreuz",47.14558425,8.43207125300288,"Garage Wismer AG Audi, Chamerstrasse 2, 6343 Risch-Rotkreuz, Switzerland",Garage Wismer AG Audi,2,Chamerstrasse,,,ZG,6343,Risch-Rotkreuz,,Zug,Switzerland,ch,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
337,8909 Zwillikon,47.2880474,8.4310838,"8909 Zwillikon (Affoltern am Albis), Switzerland",,,,,,,8909,Affoltern am Albis,Bezirk Affoltern,Zurich,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
338,5722 Gränichen,47.3592835,8.0971009,"5722 Gränichen, Switzerland",,,,,,AG,5722,Gränichen,Bezirk Aarau,Aargau,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
339,8370 Sirnach,47.462393464,8.995283591,"8370 Sirnach, Switzerland",,,,,,TG,8370,Sirnach,Bezirk Münchwilen,Thurgau,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
340,8363 Bichelsee,47.4483485,8.9239155,"8363 Bichelsee (Bichelsee-Balterswil), Switzerland",,,,,,TG,8363,Bichelsee-Balterswil,Bezirk Münchwilen,Thurgau,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
341,5507 Mellingen,47.4195131,8.274659,"5507 Mellingen, Switzerland",,,,,,AG,5507,Mellingen,Bezirk Baden,Aargau,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
342,8956 Killwangen,47.4315553,8.3518766,"8956 Killwangen, Switzerland",,,,,,AG,8956,Killwangen,Bezirk Baden,Aargau,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
343,6331 Hünenberg,47.171520279,8.429463199,"6331 Hünenberg, Switzerland",,,,,,ZG,6331,Hünenberg,,Zug,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
344,9200 Gossau,47.415224462,9.25338476,"9200 Gossau (SG), Switzerland",,,,,,,9200,Gossau (SG),Wahlkreis St. Gallen,St. Gallen,Switzerland,ch,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
